order_id,user_id,order_date,days_since_last_order,product_id,product_category,order_value,is_repeat_order
22805,134,2023-11-18,23.0,36,Cold & Cough,1090.33,1
22806,1689,2023-03-08,,218,Digestive Health,507.75,0
22807,6068,2023-06-02,45.0,389,Heart Care,557.49,1
22808,7757,2023-12-15,36.0,429,Heart Care,1031.1,1
22809,4969,2023-01-18,16.0,62,Diabetes Care,545.43,1
22810,7637,2023-07-20,,71,Pain Relief,928.83,0
22811,7991,2023-02-11,1.0,156,Heart Care,963.54,1
22812,836,2023-09-07,17.0,1,Heart Care,1175.15,1
22813,6487,2023-09-05,,72,Cold & Cough,182.91,0
22814,4871,2023-05-14,,165,Cold & Cough,1284.72,0
22815,6446,2023-04-04,,292,Skin Care,766.84,0
22816,7051,2023-03-19,21.0,311,Digestive Health,1303.55,1
22817,478,2023-02-01,39.0,13,Cold & Cough,959.15,1
22818,3729,2023-01-12,32.0,477,Cold & Cough,1270.25,1
22819,2077,2023-07-11,4.0,80,Vitamins,519.43,1
22820,3463,2023-01-09,41.0,261,Pain Relief,676.7,1
22821,331,2023-12-17,,81,Digestive Health,1213.13,0
22822,6252,2023-04-19,12.0,466,Digestive Health,906.72,1
22823,3417,2023-07-02,10.0,145,Cold & Cough,650.7,1
22824,7124,2023-01-13,23.0,408,Heart Care,334.27,1
22825,7828,2023-07-26,6.0,209,Diabetes Care,200.82,1
22826,6877,2023-09-23,,455,Vitamins,1401.08,0
22827,2389,2023-03-11,42.0,299,Heart Care,610.14,1
22828,5138,2023-01-17,,169,Vitamins,1019.82,0
22829,6618,2023-03-07,44.0,120,Vitamins,957.87,1
22830,4196,2023-01-19,23.0,400,Skin Care,1178.52,1
22831,5426,2023-01-21,44.0,271,Digestive Health,1272.7,1
22832,3379,2023-04-18,,91,Skin Care,836.55,0
22833,5156,2023-01-06,24.0,72,Digestive Health,1153.23,1
22834,6557,2023-01-01,,70,Skin Care,996.56,0
22835,3222,2023-10-23,19.0,309,Vitamins,507.62,1
22836,3182,2023-02-12,,237,Vitamins,1296.59,0
22837,2805,2023-03-19,,488,Skin Care,718.7,0
22838,2540,2023-10-11,,17,Digestive Health,869.22,0
22839,703,2023-10-19,8.0,99,Pain Relief,586.39,1
22840,2250,2023-09-27,,255,Heart Care,1133.15,0
22841,4244,2023-07-29,,401,Pain Relief,203.37,0
22842,2036,2023-01-25,,297,Diabetes Care,1401.37,0
22843,707,2023-03-17,4.0,88,Cold & Cough,791.72,1
22844,1728,2023-06-26,,135,Digestive Health,481.17,0
22845,3733,2023-02-13,5.0,174,Digestive Health,986.89,1
22846,7663,2023-12-29,4.0,117,Heart Care,1257.23,1
22847,7745,2023-03-05,41.0,369,Vitamins,162.88,1
22848,1693,2023-08-31,,36,Diabetes Care,257.62,0
22849,3549,2023-04-24,15.0,110,Diabetes Care,598.74,1
22850,6662,2023-03-31,40.0,232,Cold & Cough,340.2,1
22851,6715,2023-04-15,1.0,337,Vitamins,726.96,1
22852,7205,2023-01-06,,500,Pain Relief,1437.33,0
22853,1815,2023-08-15,27.0,17,Digestive Health,153.67,1
22854,1266,2023-03-14,13.0,25,Digestive Health,206.53,1
22855,4088,2023-12-19,,89,Diabetes Care,1127.27,0
22856,6040,2023-02-11,41.0,13,Diabetes Care,163.31,1
22857,1092,2023-12-06,,145,Vitamins,1239.79,0
22858,1507,2023-07-24,,248,Heart Care,1098.85,0
22859,3065,2023-11-12,38.0,321,Heart Care,389.08,1
22860,4774,2023-08-28,,257,Heart Care,605.16,0
22861,2037,2023-10-10,40.0,326,Cold & Cough,1041.29,1
22862,4614,2023-10-20,2.0,410,Heart Care,1492.69,1
22863,7203,2023-02-24,,93,Heart Care,823.36,0
22864,181,2023-03-14,,29,Heart Care,395.18,0
22865,979,2023-07-30,,173,Skin Care,652.12,0
22866,2725,2023-03-23,37.0,430,Heart Care,489.1,1
22867,7131,2023-06-01,27.0,314,Vitamins,634.76,1
22868,1158,2023-12-11,7.0,72,Cold & Cough,449.36,1
22869,6608,2023-03-02,8.0,252,Heart Care,1178.24,1
22870,6229,2023-04-15,13.0,224,Cold & Cough,245.49,1
22871,5809,2023-04-21,43.0,305,Diabetes Care,1032.75,1
22872,2334,2023-11-17,,449,Diabetes Care,938.51,0
22873,4190,2023-08-03,10.0,281,Heart Care,415.4,1
22874,1568,2023-05-19,38.0,18,Pain Relief,635.43,1
22875,245,2023-10-16,41.0,390,Skin Care,1139.28,1
22876,7820,2023-04-23,,384,Digestive Health,702.03,0
22877,6493,2023-10-24,,497,Cold & Cough,770.39,0
22878,6483,2023-10-07,,2,Vitamins,1442.93,0
22879,2507,2023-12-01,8.0,51,Diabetes Care,1084.64,1
22880,651,2023-04-17,37.0,59,Digestive Health,434.11,1
22881,4596,2023-11-09,,475,Pain Relief,1264.16,0
22882,6393,2023-06-21,9.0,24,Pain Relief,1156.21,1
22883,3423,2023-09-02,28.0,157,Skin Care,886.23,1
22884,2457,2023-05-10,18.0,387,Digestive Health,844.06,1
22885,1230,2023-07-07,4.0,418,Pain Relief,419.09,1
22886,7312,2023-07-17,,348,Skin Care,938.09,0
22887,3547,2023-07-16,29.0,386,Heart Care,632.82,1
22888,6119,2023-04-07,4.0,80,Diabetes Care,1343.16,1
22889,487,2023-01-30,,171,Digestive Health,1488.9,0
22890,6126,2023-06-13,,22,Pain Relief,166.87,0
22891,1686,2023-11-09,,91,Heart Care,874.8,0
22892,3395,2023-02-21,,429,Diabetes Care,1402.88,0
22893,3847,2023-05-04,,386,Vitamins,1166.22,0
22894,751,2023-12-09,,31,Cold & Cough,770.63,0
22895,2378,2023-10-22,,203,Skin Care,414.61,0
22896,66,2023-04-21,36.0,69,Digestive Health,634.02,1
22897,414,2023-08-25,,197,Diabetes Care,1110.75,0
22898,2011,2023-04-30,,337,Skin Care,1132.78,0
22899,311,2023-04-01,37.0,222,Heart Care,239.14,1
22900,2411,2023-02-14,,472,Digestive Health,1309.04,0
22901,4020,2023-09-25,,26,Digestive Health,1225.36,0
22902,6389,2023-09-06,,361,Heart Care,879.15,0
22903,2115,2023-05-16,,403,Vitamins,1176.04,0
22904,7980,2023-02-01,,483,Heart Care,398.73,0
22905,5458,2023-05-07,5.0,128,Pain Relief,919.72,1
22906,2881,2023-03-01,,426,Skin Care,305.74,0
22907,3756,2023-11-21,,195,Heart Care,822.19,0
22908,6501,2023-01-27,17.0,239,Skin Care,1209.93,1
22909,2774,2023-05-30,,484,Skin Care,1013.04,0
22910,6030,2023-07-09,14.0,408,Digestive Health,1184.68,1
22911,5324,2023-04-05,,161,Heart Care,366.72,0
22912,7601,2023-03-28,,225,Heart Care,325.22,0
22913,2330,2023-03-07,,74,Cold & Cough,386.51,0
22914,401,2023-01-29,1.0,210,Skin Care,218.86,1
22915,7917,2023-11-16,3.0,269,Digestive Health,1495.17,1
22916,170,2023-10-09,,414,Diabetes Care,1055.84,0
22917,7135,2023-12-13,,208,Cold & Cough,338.5,0
22918,4326,2023-03-07,17.0,152,Pain Relief,873.05,1
22919,6211,2023-07-29,9.0,265,Pain Relief,271.14,1
22920,5066,2023-08-21,44.0,481,Skin Care,377.69,1
22921,1284,2023-09-22,4.0,203,Heart Care,919.13,1
22922,5965,2023-04-24,25.0,274,Diabetes Care,693.73,1
22923,1839,2023-02-26,20.0,243,Cold & Cough,300.5,1
22924,694,2023-07-07,28.0,353,Skin Care,1466.76,1
22925,5059,2023-04-22,12.0,123,Pain Relief,1089.69,1
22926,1957,2023-09-22,,269,Heart Care,1017.05,0
22927,7276,2023-05-09,,320,Cold & Cough,687.69,0
22928,6393,2023-07-27,6.0,444,Skin Care,299.95,1
22929,6187,2023-08-13,,252,Vitamins,533.31,0
22930,4370,2023-08-14,32.0,217,Heart Care,214.72,1
22931,3783,2023-12-15,,238,Digestive Health,514.73,0
22932,6019,2023-08-31,,157,Digestive Health,1299.26,0
22933,5440,2023-02-10,,84,Heart Care,499.65,0
22934,5067,2023-01-10,,286,Diabetes Care,662.38,0
22935,4133,2023-11-16,23.0,56,Digestive Health,1211.78,1
22936,2453,2023-04-18,31.0,214,Digestive Health,1097.24,1
22937,4978,2023-10-18,4.0,489,Cold & Cough,637.29,1
22938,5285,2023-06-24,,429,Diabetes Care,812.6,0
22939,982,2023-08-07,5.0,136,Digestive Health,283.22,1
22940,7146,2023-05-03,,374,Cold & Cough,1319.24,0
22941,1126,2023-07-19,,478,Heart Care,971.99,0
22942,4903,2023-03-07,,25,Vitamins,1276.77,0
22943,2192,2023-09-14,39.0,345,Diabetes Care,1067.23,1
22944,6469,2023-12-31,2.0,299,Heart Care,748.6,1
22945,3296,2023-07-15,36.0,388,Diabetes Care,293.0,1
22946,6854,2023-03-27,,67,Skin Care,622.54,0
22947,5735,2023-10-25,,125,Diabetes Care,1336.36,0
22948,7659,2023-09-04,28.0,42,Vitamins,541.12,1
22949,5914,2023-11-05,,420,Vitamins,681.38,0
22950,7882,2023-05-28,42.0,73,Heart Care,203.55,1
22951,1375,2023-09-27,,59,Diabetes Care,1347.64,0
22952,2580,2023-04-13,,124,Diabetes Care,442.99,0
22953,6943,2023-05-16,,399,Digestive Health,1064.52,0
22954,5456,2023-06-25,,156,Cold & Cough,1459.58,0
22955,2517,2023-11-16,,408,Cold & Cough,708.96,0
22956,4751,2023-02-26,,300,Vitamins,848.05,0
22957,6858,2023-03-30,,498,Vitamins,1441.25,0
22958,2117,2023-01-03,45.0,180,Digestive Health,1201.07,1
22959,2211,2023-10-01,30.0,265,Skin Care,591.6,1
22960,6479,2023-06-25,15.0,143,Digestive Health,178.43,1
22961,955,2023-10-31,,443,Pain Relief,1248.37,0
22962,2686,2023-09-11,26.0,307,Skin Care,992.15,1
22963,6001,2023-01-18,45.0,300,Digestive Health,346.46,1
22964,4794,2023-01-03,28.0,322,Pain Relief,1146.83,1
22965,5915,2023-09-01,,26,Heart Care,1116.4,0
22966,2993,2023-09-04,,396,Vitamins,725.42,0
22967,7641,2023-03-28,,290,Vitamins,1031.19,0
22968,4455,2023-03-22,,222,Skin Care,381.16,0
22969,251,2023-06-16,,256,Heart Care,347.16,0
22970,3976,2023-12-15,,245,Skin Care,934.23,0
22971,6664,2023-01-24,32.0,474,Vitamins,712.11,1
22972,3668,2023-02-07,34.0,494,Heart Care,1358.51,1
22973,4052,2023-10-02,15.0,129,Pain Relief,1192.26,1
22974,2668,2023-06-07,9.0,496,Cold & Cough,1025.4,1
22975,2563,2023-05-22,,442,Diabetes Care,1411.98,0
22976,819,2023-12-15,29.0,392,Cold & Cough,1434.73,1
22977,5366,2023-05-03,,345,Pain Relief,1356.87,0
22978,6675,2023-12-26,25.0,375,Vitamins,315.22,1
22979,7929,2023-02-18,7.0,92,Digestive Health,167.33,1
22980,2433,2023-03-08,31.0,326,Heart Care,307.97,1
22981,7044,2023-07-12,40.0,196,Cold & Cough,335.28,1
22982,914,2023-04-26,,218,Diabetes Care,573.47,0
22983,1208,2023-04-11,,110,Pain Relief,502.65,0
22984,2853,2023-05-18,,153,Skin Care,203.32,0
22985,5037,2023-12-18,,207,Pain Relief,945.77,0
22986,2495,2023-09-22,,130,Vitamins,853.74,0
22987,108,2023-02-09,5.0,386,Heart Care,1044.4,1
22988,6529,2023-05-18,,494,Diabetes Care,456.62,0
22989,4545,2023-08-07,,146,Pain Relief,160.06,0
22990,6360,2023-04-04,34.0,39,Skin Care,1267.8,1
22991,7316,2023-06-25,27.0,9,Pain Relief,1371.97,1
22992,6357,2023-08-06,11.0,424,Heart Care,632.22,1
22993,1270,2023-04-10,1.0,334,Heart Care,1320.68,1
22994,6070,2023-12-02,,327,Heart Care,1415.14,0
22995,4476,2023-07-12,25.0,358,Diabetes Care,1360.3,1
22996,4468,2023-11-19,,107,Pain Relief,1417.89,0
22997,816,2023-04-30,37.0,467,Pain Relief,1045.63,1
22998,993,2023-04-09,31.0,140,Cold & Cough,346.08,1
22999,5513,2023-06-05,16.0,152,Skin Care,277.14,1
23000,1536,2023-08-09,9.0,47,Diabetes Care,393.35,1
23001,7241,2023-10-09,27.0,349,Vitamins,944.29,1
23002,676,2023-05-05,40.0,144,Cold & Cough,1428.88,1
23003,863,2023-12-18,,23,Pain Relief,357.62,0
23004,7445,2023-10-07,8.0,303,Vitamins,183.45,1
23005,674,2023-11-17,,128,Diabetes Care,846.1,0
23006,2240,2023-04-02,20.0,141,Skin Care,1225.36,1
23007,2352,2023-04-23,25.0,327,Skin Care,267.79,1
23008,7998,2023-06-15,41.0,435,Vitamins,1375.27,1
23009,3366,2023-04-03,,84,Digestive Health,1292.31,0
23010,905,2023-07-30,,421,Digestive Health,1267.02,0
23011,1218,2023-07-30,35.0,322,Pain Relief,263.46,1
23012,2419,2023-08-22,31.0,436,Cold & Cough,443.74,1
23013,1239,2023-03-17,41.0,486,Skin Care,1002.9,1
23014,5791,2023-12-30,13.0,73,Skin Care,779.47,1
23015,6865,2023-01-07,,225,Skin Care,330.98,0
23016,6044,2023-10-06,35.0,64,Diabetes Care,1215.28,1
23017,2990,2023-07-02,,285,Diabetes Care,355.5,0
23018,1881,2023-08-03,19.0,146,Diabetes Care,421.52,1
23019,7966,2023-02-10,,394,Pain Relief,1020.92,0
23020,2048,2023-03-31,2.0,321,Diabetes Care,1442.45,1
23021,7910,2023-06-04,,47,Diabetes Care,619.06,0
23022,4311,2023-03-31,,343,Digestive Health,1480.94,0
23023,7262,2023-08-02,29.0,234,Digestive Health,995.99,1
23024,7739,2023-12-02,37.0,255,Digestive Health,190.5,1
23025,2474,2023-03-12,,91,Pain Relief,671.01,0
23026,5259,2023-01-10,,263,Diabetes Care,847.44,0
23027,2681,2023-07-18,,120,Pain Relief,427.46,0
23028,2745,2023-02-10,,438,Diabetes Care,987.21,0
23029,6286,2023-04-21,,89,Pain Relief,709.02,0
23030,5348,2023-04-06,13.0,263,Digestive Health,865.51,1
23031,6214,2023-09-13,24.0,11,Skin Care,850.82,1
23032,5068,2023-01-03,29.0,441,Heart Care,816.39,1
23033,2845,2023-03-31,45.0,1,Pain Relief,667.81,1
23034,3674,2023-01-01,,113,Vitamins,595.42,0
23035,7653,2023-02-09,17.0,378,Digestive Health,946.31,1
23036,1978,2023-06-05,22.0,333,Vitamins,811.14,1
23037,477,2023-11-12,3.0,444,Heart Care,410.37,1
23038,3118,2023-04-23,38.0,237,Skin Care,1359.77,1
23039,3300,2023-05-28,,261,Cold & Cough,339.95,0
23040,6935,2023-04-02,,482,Diabetes Care,289.59,0
23041,585,2023-01-12,,363,Digestive Health,1239.84,0
23042,7420,2023-11-24,28.0,338,Skin Care,349.12,1
23043,3160,2023-05-04,17.0,363,Diabetes Care,276.95,1
23044,4554,2023-01-22,,346,Vitamins,211.78,0
23045,1580,2023-03-01,38.0,59,Digestive Health,737.69,1
23046,881,2023-09-28,6.0,459,Skin Care,993.05,1
23047,2489,2023-04-15,38.0,279,Diabetes Care,433.14,1
23048,7520,2023-01-26,,24,Vitamins,881.63,0
23049,3584,2023-04-23,,206,Heart Care,1248.89,0
23050,3013,2023-05-30,,200,Cold & Cough,791.07,0
23051,1769,2023-05-13,,274,Digestive Health,428.91,0
23052,444,2023-07-26,,470,Skin Care,312.41,0
23053,128,2023-01-07,14.0,317,Pain Relief,1343.68,1
23054,7448,2023-02-18,13.0,318,Skin Care,691.85,1
23055,5925,2023-06-22,,232,Heart Care,465.28,0
23056,5215,2023-12-01,3.0,254,Vitamins,666.74,1
23057,397,2023-01-13,40.0,353,Pain Relief,771.9,1
23058,205,2023-11-23,,242,Heart Care,221.43,0
23059,1284,2023-10-25,20.0,117,Vitamins,668.17,1
23060,1265,2023-01-24,,233,Heart Care,1262.32,0
23061,7872,2023-02-10,27.0,388,Vitamins,1475.3,1
23062,7914,2023-06-27,25.0,255,Pain Relief,834.38,1
23063,1408,2023-08-06,,295,Skin Care,177.66,0
23064,5814,2023-01-30,,404,Vitamins,900.54,0
23065,3246,2023-10-20,42.0,43,Vitamins,1288.2,1
23066,4335,2023-07-25,,238,Skin Care,1487.16,0
23067,3601,2023-04-08,8.0,496,Pain Relief,764.0,1
23068,5313,2023-06-25,42.0,431,Diabetes Care,556.57,1
23069,1646,2023-06-18,31.0,421,Vitamins,707.47,1
23070,2624,2023-11-16,,404,Vitamins,1372.44,0
23071,1453,2023-08-16,,107,Vitamins,645.35,0
23072,7892,2023-09-22,34.0,244,Skin Care,750.39,1
23073,3845,2023-02-07,39.0,4,Vitamins,529.74,1
23074,6094,2023-04-23,,365,Diabetes Care,372.44,0
23075,4005,2023-08-18,34.0,364,Cold & Cough,1281.86,1
23076,3216,2023-02-28,,390,Cold & Cough,767.93,0
23077,3659,2023-11-11,,452,Diabetes Care,996.27,0
23078,4455,2023-11-11,,79,Pain Relief,918.18,0
23079,3575,2023-08-11,,405,Diabetes Care,1296.28,0
23080,2791,2023-09-22,33.0,459,Cold & Cough,824.26,1
23081,5089,2023-12-15,,262,Skin Care,1157.13,0
23082,5486,2023-07-22,29.0,411,Diabetes Care,1296.21,1
23083,5122,2023-12-14,,41,Pain Relief,859.33,0
23084,7079,2023-02-05,33.0,474,Pain Relief,1049.26,1
23085,2588,2023-07-10,,421,Digestive Health,1351.51,0
23086,6776,2023-02-11,27.0,498,Heart Care,453.44,1
23087,5188,2023-06-23,,221,Skin Care,589.96,0
23088,2058,2023-01-09,9.0,417,Digestive Health,166.53,1
23089,2512,2023-05-27,43.0,183,Vitamins,933.54,1
23090,5183,2023-07-22,16.0,259,Digestive Health,264.36,1
23091,783,2023-02-07,32.0,225,Diabetes Care,1455.9,1
23092,3611,2023-05-20,41.0,427,Skin Care,1387.04,1
23093,4931,2023-06-08,19.0,107,Skin Care,1168.97,1
23094,6562,2023-04-15,16.0,484,Vitamins,794.42,1
23095,2796,2023-03-08,18.0,140,Heart Care,848.11,1
23096,1890,2023-10-08,,461,Skin Care,184.0,0
23097,3988,2023-09-02,43.0,291,Skin Care,625.05,1
23098,7839,2023-11-09,,482,Diabetes Care,734.67,0
23099,2379,2023-05-08,5.0,69,Skin Care,840.39,1
23100,2410,2023-06-28,,413,Digestive Health,193.81,0
23101,5013,2023-12-03,,256,Cold & Cough,1052.82,0
23102,4965,2023-09-04,12.0,484,Digestive Health,1386.42,1
23103,3002,2023-07-12,40.0,190,Vitamins,296.47,1
23104,7228,2023-06-20,,77,Pain Relief,1380.94,0
23105,4613,2023-10-15,19.0,279,Diabetes Care,495.69,1
23106,6501,2023-04-07,,444,Digestive Health,881.28,0
23107,4624,2023-08-24,,116,Pain Relief,1065.38,0
23108,5866,2023-08-25,,89,Skin Care,666.18,0
23109,7034,2023-08-08,20.0,458,Vitamins,403.61,1
23110,5750,2023-08-05,,99,Skin Care,911.76,0
23111,744,2023-07-02,,303,Cold & Cough,1156.41,0
23112,4314,2023-09-06,,63,Pain Relief,408.53,0
23113,7987,2023-01-12,15.0,370,Skin Care,1489.31,1
23114,740,2023-09-19,,500,Pain Relief,487.76,0
23115,5694,2023-03-15,,426,Digestive Health,1460.96,0
23116,7915,2023-10-02,,31,Cold & Cough,160.85,0
23117,5213,2023-08-25,37.0,280,Diabetes Care,790.1,1
23118,238,2023-04-19,42.0,90,Cold & Cough,692.42,1
23119,7758,2023-01-27,21.0,246,Digestive Health,250.08,1
23120,838,2023-12-04,14.0,402,Digestive Health,428.71,1
23121,4043,2023-08-10,35.0,380,Vitamins,322.58,1
23122,2687,2023-08-03,14.0,25,Cold & Cough,743.42,1
23123,951,2023-06-14,,325,Heart Care,151.84,0
23124,1217,2023-01-13,41.0,477,Digestive Health,1387.92,1
23125,5145,2023-07-30,6.0,273,Digestive Health,370.12,1
23126,4628,2023-06-26,15.0,308,Heart Care,280.54,1
23127,1879,2023-06-09,31.0,114,Cold & Cough,898.82,1
23128,7268,2023-09-02,6.0,58,Diabetes Care,1433.35,1
23129,5328,2023-10-13,,428,Vitamins,509.7,0
23130,7321,2023-05-05,31.0,142,Diabetes Care,1064.62,1
23131,4432,2023-04-15,21.0,89,Heart Care,862.82,1
23132,7718,2023-01-06,,82,Pain Relief,981.19,0
23133,3621,2023-12-15,,57,Skin Care,772.71,0
23134,2415,2023-09-05,3.0,246,Pain Relief,1394.44,1
23135,3628,2023-12-16,,98,Heart Care,951.32,0
23136,2623,2023-04-14,44.0,25,Digestive Health,718.61,1
23137,3821,2023-06-20,2.0,27,Vitamins,858.29,1
23138,5170,2023-04-15,24.0,130,Heart Care,1094.43,1
23139,3707,2023-03-13,,99,Pain Relief,429.26,0
23140,7742,2023-03-22,6.0,424,Digestive Health,849.43,1
23141,5052,2023-11-20,24.0,276,Cold & Cough,1143.52,1
23142,1998,2023-08-23,45.0,170,Heart Care,824.49,1
23143,5837,2023-02-16,,16,Digestive Health,1429.67,0
23144,5627,2023-12-31,,335,Vitamins,788.74,0
23145,1465,2023-07-05,,339,Vitamins,1014.54,0
23146,4158,2023-04-05,,36,Cold & Cough,250.51,0
23147,6626,2023-10-28,4.0,245,Vitamins,236.46,1
23148,6418,2023-05-28,,187,Vitamins,1157.03,0
23149,3118,2023-12-05,,445,Diabetes Care,1216.52,0
23150,5497,2023-12-10,44.0,37,Digestive Health,1226.84,1
23151,4670,2023-11-14,,398,Digestive Health,1214.06,0
23152,6083,2023-02-02,2.0,67,Pain Relief,873.39,1
23153,362,2023-11-08,14.0,85,Cold & Cough,1092.25,1
23154,987,2023-09-19,4.0,171,Vitamins,1339.94,1
23155,7974,2023-06-07,32.0,247,Cold & Cough,226.83,1
23156,5480,2023-02-25,1.0,258,Digestive Health,581.38,1
23157,3739,2023-04-18,37.0,24,Digestive Health,1496.4,1
23158,2398,2023-03-19,34.0,341,Skin Care,568.08,1
23159,3656,2023-12-24,23.0,228,Vitamins,1455.91,1
23160,817,2023-04-28,39.0,392,Skin Care,446.77,1
23161,3104,2023-12-19,,180,Pain Relief,1303.32,0
23162,3952,2023-06-21,34.0,348,Skin Care,1156.58,1
23163,6076,2023-12-21,,157,Heart Care,732.68,0
23164,5604,2023-06-26,,187,Heart Care,730.92,0
23165,3558,2023-01-11,14.0,165,Heart Care,873.06,1
23166,2946,2023-08-30,42.0,470,Diabetes Care,1215.78,1
23167,1996,2023-04-09,,123,Digestive Health,754.75,0
23168,4282,2023-02-25,,268,Vitamins,1213.38,0
23169,579,2023-06-25,,174,Heart Care,709.2,0
23170,1672,2023-01-09,30.0,155,Heart Care,506.67,1
23171,5673,2023-01-07,13.0,386,Diabetes Care,1278.73,1
23172,2656,2023-05-03,,75,Diabetes Care,332.52,0
23173,2481,2023-12-03,,285,Pain Relief,471.46,0
23174,7507,2023-07-29,,162,Vitamins,1037.69,0
23175,5343,2023-10-10,,497,Diabetes Care,1322.62,0
23176,1053,2023-07-22,,399,Pain Relief,1477.7,0
23177,3823,2023-01-10,,474,Diabetes Care,215.08,0
23178,3753,2023-02-10,,282,Pain Relief,668.05,0
23179,5492,2023-04-22,36.0,402,Cold & Cough,187.44,1
23180,3841,2023-02-27,11.0,7,Cold & Cough,342.45,1
23181,1054,2023-04-06,39.0,91,Cold & Cough,277.27,1
23182,6071,2023-04-03,34.0,42,Heart Care,677.01,1
23183,3412,2023-01-10,29.0,212,Diabetes Care,957.47,1
23184,1814,2023-11-22,,34,Diabetes Care,347.96,0
23185,1761,2023-10-28,,449,Skin Care,326.07,0
23186,6363,2023-05-10,,454,Skin Care,597.13,0
23187,1955,2023-05-05,,47,Vitamins,1347.55,0
23188,6547,2023-06-04,,399,Cold & Cough,543.05,0
23189,4926,2023-09-15,,390,Vitamins,416.11,0
23190,3297,2023-08-10,32.0,302,Cold & Cough,899.28,1
23191,2044,2023-12-12,,150,Heart Care,647.59,0
23192,4587,2023-03-22,,162,Vitamins,1319.9,0
23193,2558,2023-11-27,,230,Vitamins,850.08,0
23194,7315,2023-07-09,,105,Skin Care,1059.19,0
23195,4692,2023-03-13,25.0,17,Cold & Cough,1017.34,1
23196,6488,2023-08-10,,320,Cold & Cough,497.09,0
23197,3669,2023-03-11,,242,Diabetes Care,770.98,0
23198,4910,2023-09-25,40.0,90,Vitamins,1069.29,1
23199,7213,2023-07-12,2.0,198,Skin Care,438.02,1
23200,7845,2023-02-06,,227,Diabetes Care,1024.91,0
23201,679,2023-04-11,,305,Digestive Health,1351.64,0
23202,5817,2023-05-11,,101,Vitamins,544.45,0
23203,4197,2023-01-04,,113,Pain Relief,398.81,0
23204,4313,2023-10-02,17.0,231,Skin Care,743.55,1
23205,5179,2023-07-22,43.0,192,Heart Care,984.26,1
23206,6771,2023-08-10,18.0,98,Diabetes Care,1111.46,1
23207,4981,2023-01-16,,399,Skin Care,310.96,0
23208,6372,2023-06-24,9.0,437,Diabetes Care,273.96,1
23209,3375,2023-11-02,,34,Digestive Health,1328.04,0
23210,1812,2023-06-11,,284,Diabetes Care,301.53,0
23211,4885,2023-02-16,,384,Diabetes Care,526.04,0
23212,2657,2023-09-26,12.0,303,Skin Care,216.3,1
23213,2786,2023-09-25,29.0,454,Cold & Cough,1049.26,1
23214,6249,2023-03-13,32.0,310,Heart Care,246.51,1
23215,7034,2023-01-06,,305,Digestive Health,788.96,0
23216,5982,2023-08-27,27.0,369,Cold & Cough,684.63,1
23217,5682,2023-03-30,,291,Digestive Health,900.37,0
23218,7553,2023-11-03,39.0,393,Digestive Health,716.26,1
23219,4463,2023-11-15,,485,Skin Care,356.87,0
23220,3868,2023-01-26,43.0,412,Cold & Cough,257.7,1
23221,4297,2023-12-11,22.0,237,Vitamins,673.06,1
23222,5480,2023-11-08,10.0,457,Heart Care,831.54,1
23223,4959,2023-06-18,,267,Digestive Health,239.63,0
23224,5746,2023-07-15,,281,Cold & Cough,1198.64,0
23225,6772,2023-06-10,,309,Diabetes Care,543.06,0
23226,4828,2023-09-26,,153,Pain Relief,217.59,0
23227,1694,2023-06-15,21.0,344,Cold & Cough,790.75,1
23228,6850,2023-12-08,,484,Vitamins,930.09,0
23229,4637,2023-05-01,,392,Cold & Cough,677.22,0
23230,161,2023-04-24,,464,Cold & Cough,1121.1,0
23231,2941,2023-02-01,7.0,117,Diabetes Care,923.1,1
23232,7798,2023-06-30,42.0,469,Skin Care,260.07,1
23233,5488,2023-12-24,,111,Diabetes Care,1168.13,0
23234,4136,2023-01-04,,367,Skin Care,1076.42,0
23235,5322,2023-04-06,5.0,266,Diabetes Care,815.62,1
23236,4071,2023-12-22,,241,Skin Care,1124.39,0
23237,2610,2023-02-01,,337,Vitamins,1102.41,0
23238,4643,2023-03-24,41.0,446,Digestive Health,1494.34,1
23239,7444,2023-04-01,,29,Diabetes Care,815.26,0
23240,1614,2023-03-14,,66,Skin Care,1186.91,0
23241,2648,2023-01-14,30.0,43,Pain Relief,485.18,1
23242,4444,2023-09-01,,209,Pain Relief,1147.76,0
23243,5333,2023-10-03,35.0,288,Vitamins,769.03,1
23244,7015,2023-08-05,42.0,387,Digestive Health,1330.9,1
23245,619,2023-07-01,24.0,192,Digestive Health,1484.81,1
23246,307,2023-01-14,21.0,491,Heart Care,992.79,1
23247,739,2023-12-19,33.0,494,Vitamins,732.81,1
23248,2381,2023-11-21,38.0,325,Skin Care,672.65,1
23249,1800,2023-09-18,,374,Vitamins,839.84,0
23250,3766,2023-07-15,18.0,427,Skin Care,1318.81,1
23251,2415,2023-09-12,,396,Diabetes Care,1047.48,0
23252,651,2023-06-20,,376,Skin Care,916.59,0
23253,3551,2023-02-04,30.0,443,Vitamins,700.66,1
23254,6326,2023-04-28,5.0,292,Vitamins,1464.41,1
23255,7829,2023-05-20,40.0,462,Digestive Health,1373.5,1
23256,6768,2023-07-02,,202,Vitamins,655.93,0
23257,2691,2023-04-06,21.0,489,Diabetes Care,1287.85,1
23258,5529,2023-08-30,18.0,429,Skin Care,1376.23,1
23259,1549,2023-07-02,,77,Digestive Health,659.44,0
